player_id,player_display_name,position,season,team,games,passing_yards,passing_tds,passing_interceptions,carries,rushing_yards,rushing_tds,receptions,targets,receiving_yards,receiving_tds,sack_fumbles_lost,rushing_fumbles_lost,receiving_fumbles_lost,fantasy_points,fantasy_points_ppr,fantasy_points_per_game,fantasy_points_ppr_per_game,total_touches,opportunities,total_yards,total_tds,ppr_per_game,opportunities_per_game,touches_per_game,ppr_per_opportunity,overall_rank,position_rank
00-0036425,DeeJay Dallas,RB,2025,JAX,3,0,0,0,2,21,0,0,1,0,0,0,0,0,2.1,2.1,0.7000000000000001,0.7000000000000001,2,3,21,0,0.7000000000000001,1.0,0.6666666666666666,0.7000000000000001,535,126
00-0039050,Payne Durham,TE,2025,TB,8,0,0,0,0,0,0,1,4,11,0,0,0,0,1.1,2.1,0.1375,0.2625,1,4,11,0,0.2625,0.5,0.125,0.525,536,117
00-0040067,Jacardia Wright,RB,2025,SEA,1,0,0,0,5,20,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,5,5,20,0,2.0,5.0,5.0,0.4,537,127
00-0038582,Clayton Tune,QB,2025,GB,2,42,0,1,5,23,0,0,0,0,0,0,0,0,1.9800000000000002,1.9800000000000002,0.9900000000000001,0.9900000000000001,5,5,65,0,0.9900000000000001,2.5,2.5,0.396,538,69
00-0039650,Bryce Oliver,WR,2025,TEN,2,0,0,0,0,0,0,1,1,8,0,0,0,0,0.8,1.8,0.4,0.9,1,1,8,0,0.9,0.5,0.5,1.8,539,226
00-0033662,Cooper Rush,QB,2025,BAL,4,303,0,4,4,-4,0,0,0,0,0,0,1,0,1.7200000000000002,1.7200000000000002,0.43000000000000005,0.43000000000000005,4,4,299,0,0.43000000000000005,1.0,1.0,0.43000000000000005,540,70
00-0031484,Chris Manhertz,TE,2025,NYG,4,0,0,0,0,0,0,1,2,7,0,0,0,0,0.7000000000000001,1.7000000000000002,0.17500000000000002,0.42500000000000004,1,2,7,0,0.42500000000000004,0.5,0.25,0.8500000000000001,541,118
00-0039021,Roschon Johnson,RB,2025,CHI,6,0,0,0,2,17,0,0,0,0,0,0,0,0,1.7000000000000002,1.7000000000000002,0.2833333333333334,0.2833333333333334,2,2,17,0,0.2833333333333334,0.3333333333333333,0.3333333333333333,0.8500000000000001,542,128
00-0034407,Ray-Ray McCloud,WR,2025,NYG,2,0,0,0,0,0,0,1,1,5,0,0,0,0,0.5,1.5,0.25,0.75,1,1,5,0,0.75,0.5,0.5,1.5,543,227
00-0037755,Jelani Woods,TE,2025,NYJ,2,0,0,0,0,0,0,1,3,4,0,0,0,0,0.4,1.4,0.2,0.7,1,3,4,0,0.7,1.5,0.5,0.4666666666666666,544,119
00-0039824,Jared Wiley,TE,2025,KC,2,0,0,0,0,0,0,1,1,4,0,0,0,0,0.4,1.4,0.2,0.7,1,1,4,0,0.7,0.5,0.5,1.4,545,120
00-0037013,Zach Wilson,QB,2025,MIA,4,32,0,0,3,1,0,0,0,0,0,0,0,0,1.3800000000000001,1.3800000000000001,0.34500000000000003,0.34500000000000003,3,3,33,0,0.34500000000000003,0.75,0.75,0.46,546,71
00-0037098,Samori Toure,WR,2025,NO,1,0,0,0,0,0,0,1,3,3,0,0,0,0,0.30000000000000004,1.3,0.30000000000000004,1.3,1,3,3,0,1.3,3.0,1.0,0.43333333333333335,547,228
00-0037340,Zaire Mitchell-Paden,TE,2025,BAL,2,0,0,0,0,0,0,1,2,3,0,0,0,0,0.30000000000000004,1.3,0.15000000000000002,0.65,1,2,3,0,0.65,1.0,0.5,0.65,548,121
00-0040488,Carter Runyon,TE,2025,LV,3,0,0,0,0,0,0,1,1,3,0,0,0,0,0.30000000000000004,1.3,0.10000000000000002,0.43333333333333335,1,1,3,0,0.43333333333333335,0.3333333333333333,0.3333333333333333,1.3,549,122
00-0040628,Drake Dabney,TE,2025,GB,1,0,0,0,0,0,0,1,2,3,0,0,0,0,0.30000000000000004,1.3,0.30000000000000004,1.3,1,2,3,0,1.3,2.0,1.0,0.65,550,123
00-0038555,Tank Bigsby,RB,2025,JAX,1,0,0,0,5,12,0,0,0,0,0,0,0,0,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.2000000000000002,5,5,12,0,1.2000000000000002,5.0,5.0,0.24000000000000005,551,129
00-0033757,Robert Tonyan,TE,2025,KC,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0.1,1.1,0.05,0.55,1,1,1,0,0.55,0.5,0.5,1.1,552,124
00-0038896,Jacob Saylors,RB,2025,DET,11,0,0,0,2,11,0,0,0,0,0,0,0,0,1.1,1.1,0.1,0.1,2,2,11,0,0.1,0.18181818181818182,0.18181818181818182,0.55,553,130
00-0040429,Josh Williams,RB,2025,TB,2,0,0,0,4,11,0,0,0,0,0,0,0,0,1.1,1.1,0.55,0.55,4,4,11,0,0.55,2.0,2.0,0.275,554,131
00-0037258,Dameon Pierce,RB,2025,KC,1,0,0,0,4,10,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,4,4,10,0,1.0,4.0,4.0,0.25,555,132
00-0039305,Jack Westover,TE,2025,NE,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0.0,1.0,0.0,0.25,1,2,0,0,0.25,0.5,0.25,0.5,556,125
00-0035291,Trayveon Williams,RB,2025,LAC,2,0,0,0,3,-1,0,1,1,0,0,0,0,0,-0.1,0.9,-0.05,0.45,4,4,-1,0,0.45,2.0,2.0,0.225,557,133
00-0032434,Brandon Allen,QB,2025,TEN,1,72,0,1,0,0,0,0,0,0,0,0,0,0,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0,0,72,0,0.8799999999999999,0.0,0.0,inf,558,72
00-0040039,Amar Johnson,RB,2025,LAC,1,0,0,0,2,8,0,0,1,0,0,0,0,0,0.8,0.8,0.8,0.8,2,3,8,0,0.8,3.0,2.0,0.26666666666666666,559,134
00-0040205,Kalel Mullings,RB,2025,TEN,4,0,0,0,3,7,0,0,0,0,0,0,0,0,0.7000000000000001,0.7000000000000001,0.17500000000000002,0.17500000000000002,3,3,7,0,0.17500000000000002,0.75,0.75,0.23333333333333336,560,135
00-0035311,Myles Gaskin,RB,2025,SEA,1,0,0,0,3,6,0,0,0,0,0,0,0,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,3,3,6,0,0.6000000000000001,3.0,3.0,0.20000000000000004,561,136
00-0038458,Owen Wright,RB,2025,TB,2,0,0,0,3,6,0,0,0,0,0,0,0,0,0.6000000000000001,0.6000000000000001,0.30000000000000004,0.30000000000000004,3,3,6,0,0.30000000000000004,1.5,1.5,0.20000000000000004,562,137
00-0035567,Craig Reynolds,RB,2025,DET,5,0,0,0,3,4,0,0,0,0,0,0,0,0,0.4,0.4,0.08,0.08,3,3,4,0,0.08,0.6,0.6,0.13333333333333333,563,138
00-0036825,Feleipe Franks,TE,2025,ATL,10,0,0,0,2,4,0,0,0,0,0,0,0,0,0.4,0.4,0.04,0.04,2,2,4,0,0.04,0.2,0.2,0.2,564,126
00-0039364,Sione Vaki,RB,2025,DET,8,0,0,0,1,4,0,0,0,0,0,0,0,0,0.4,0.4,0.05,0.05,1,1,4,0,0.05,0.125,0.125,0.4,565,139
00-0039266,Kendall Milton,RB,2025,CIN,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,2,2,2,0,0.2,2.0,2.0,0.1,566,140
00-0038911,Malik Cunningham,WR,2025,DET,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,1,1,1,0,0.1,1.0,1.0,0.1,567,229
00-0035704,Drew Lock,QB,2025,SEA,3,15,0,0,6,-5,0,0,0,0,0,0,0,0,0.09999999999999998,0.09999999999999998,0.033333333333333326,0.033333333333333326,6,6,10,0,0.033333333333333326,2.0,2.0,0.016666666666666663,568,73
00-0038643,Brayden Willis,TE,2025,SF,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.16666666666666666,0.0,0.0,569,127
00-0038640,Jalen Brooks,WR,2025,DAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,570,230
00-0038590,Justin Shorter,TE,2025,LV,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,571,128
00-0038564,Cameron Latu,TE,2025,PHI,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,572,129
00-0038498,E.J. Jenkins,TE,2025,PHI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,573,130
00-0038496,Xavier Gipson,WR,2025,NYJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,574,231
00-0038492,Jason Brownlee,WR,2025,KC,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.3333333333333333,0.0,0.0,575,232
00-0038456,Travis Vokolek,TE,2025,ARI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,576,131
00-0038409,Lew Nichols III,RB,2025,PIT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,577,141
00-0038396,Eric Gray,RB,2025,NYG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,578,142
00-0037745,Velus Jones Jr.,RB,2025,NO,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,579,143
00-0037380,Kaden Davis,WR,2025,CLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,580,233
00-0037311,Ko Kieft,TE,2025,TB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,581,132
00-0037277,Teagan Quitoriano,TE,2025,ATL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,582,133
00-0037031,Nikola Kalinic,TE,2025,CHI,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,583,134
00-0040629,Dalevon Campbell,WR,2025,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,584,234
00-0040534,Ke'Shawn Williams,WR,2025,PIT,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,585,235
00-0040506,Myles Price,WR,2025,MIN,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,586,236
00-0040476,Ulysses Bentley IV,RB,2025,IND,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,1.0,1.0,0.0,587,144
00-0040431,Dalen Cambre,WR,2025,NYG,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,588,237
00-0040352,Coleman Owen,WR,2025,IND,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.5,0.0,0.0,589,238
00-0040241,Dominic Lovett,WR,2025,DET,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,590,239
00-0040225,Thomas Fidone II,TE,2025,NYG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,591,135
00-0040075,LaJohntay Wester,WR,2025,BAL,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,592,240
00-0040058,Nick Kallerup,TE,2025,SEA,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.25,0.0,0.0,593,136
00-0039710,Jeshaun Jones,WR,2025,MIN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,594,241
00-0039489,Hayden Rucci,TE,2025,MIA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,595,137
00-0039363,Isaac Guerendo,RB,2025,SF,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,596,145
00-0038740,Jalen Cropper,WR,2025,DAL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,597,242
00-0038735,Princeton Fant,TE,2025,DAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,598,138
00-0038678,Jordan Mims,RB,2025,TEN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,599,146
00-0040649,Robbie Ouzts,RB,2025,SEA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,600,147
00-0024243,Marcedes Lewis,TE,2025,DEN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,601,139
00-0031763,DeAndre Carter,WR,2025,CLE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,602,243
00-0032951,Laquon Treadwell,WR,2025,IND,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,603,244
00-0033572,Jamal Agnew,WR,2025,ATL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,604,245
00-0034054,River Cracraft,WR,2025,WAS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,605,246
00-0034367,Nyheim Hines,RB,2025,NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,606,148
00-0034487,Trent Sherfield,WR,2025,ARI,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,1.0,0.0,0.0,607,247
00-0034681,Chase Edmonds,RB,2025,WAS,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,608,149
00-0034867,Malik Turner,WR,2025,SF,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.5,0.0,0.0,609,248
00-0034928,Steven Sims,WR,2025,ARI,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.3333333333333333,0.0,0.0,610,249
00-0034955,Brett Rypien,QB,2025,CIN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,611,74
00-0035140,Mecole Hardman,WR,2025,BUF,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.5,0.0,0.0,612,250
00-0035628,D'Ernest Johnson,RB,2025,ARI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,1.0,1.0,0.0,613,150
00-0035639,Parris Campbell,WR,2025,DAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,614,251
00-0035726,Jakob Johnson,RB,2025,HOU,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,615,151
00-0035956,Giovanni Ricci,TE,2025,DET,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.5,0.0,0.0,616,140
00-0036414,Cam Akers,RB,2025,SEA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,617,152
00-0036425,DeeJay Dallas,RB,2025,CAR,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.5,0.5,0.0,618,153
00-0036463,Chris Blair,WR,2025,ATL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,619,252
00-0036527,DJ Turner,WR,2025,LV,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,620,253
00-0036567,Elijah Mitchell,RB,2025,KC,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,1.0,0.0,0.0,621,154
00-0036569,Gary Brightwell,RB,2025,CIN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,622,155
00-0036646,Simi Fehoko,WR,2025,ARI,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,623,254
00-0036950,Avery Williams,RB,2025,NYJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,624,156
00-0036984,Trey Sermon,RB,2025,PIT,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,625,157
00-0033319,Nick Mullens,QB,2025,JAX,4,19,0,0,12,-8,0,0,0,0,0,0,0,0,-0.040000000000000036,-0.040000000000000036,-0.010000000000000009,-0.010000000000000009,12,12,11,0,-0.010000000000000009,3.0,3.0,-0.003333333333333336,626,75
00-0039577,Kedon Slovis,QB,2025,ARI,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-0.08,-0.08,-0.04,-0.04,0,0,-2,0,-0.04,0.0,0.0,-inf,627,76
00-0035264,Jarrett Stidham,QB,2025,DEN,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,-0.1,-0.1,-0.1,-0.1,1,1,-1,0,-0.1,1.0,1.0,-0.1,628,77
00-0038658,Adrian Martinez,QB,2025,SF,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,-0.1,-0.1,-0.1,-0.1,1,1,-1,0,-0.1,1.0,1.0,-0.1,629,78
00-0034367,Nyheim Hines,RB,2025,LAC,3,0,0,0,2,-2,0,0,0,0,0,0,0,0,-0.2,-0.2,-0.06666666666666667,-0.06666666666666667,2,2,-2,0,-0.06666666666666667,0.6666666666666666,0.6666666666666666,-0.1,630,158
00-0035594,Travis Homer,RB,2025,CHI,8,0,0,0,1,-2,0,0,0,0,0,0,0,0,-0.2,-0.2,-0.025,-0.025,1,1,-2,0,-0.025,0.125,0.125,-0.2,631,159
00-0034577,Kyle Allen,QB,2025,DET,2,0,0,0,3,-3,0,0,0,0,0,0,0,0,-0.30000000000000004,-0.30000000000000004,-0.15000000000000002,-0.15000000000000002,3,3,-3,0,-0.15000000000000002,1.5,1.5,-0.10000000000000002,632,79
00-0035289,Gardner Minshew,QB,2025,KC,4,37,0,1,6,2,0,0,0,0,0,0,0,0,-0.3200000000000003,-0.3200000000000003,-0.08000000000000007,-0.08000000000000007,6,6,39,0,-0.08000000000000007,1.5,1.5,-0.05333333333333338,633,80
00-0031345,Jimmy Garoppolo,QB,2025,LA,3,0,0,0,9,-10,0,0,0,0,0,0,0,0,-1.0,-1.0,-0.3333333333333333,-0.3333333333333333,9,9,-10,0,-0.3333333333333333,3.0,3.0,-0.1111111111111111,634,81
00-0040673,Jalen Milroe,QB,2025,SEA,3,0,0,0,3,4,0,0,0,0,0,0,1,0,-1.6,-1.6,-0.5333333333333333,-0.5333333333333333,3,3,4,0,-0.5333333333333333,1.0,1.0,-0.5333333333333333,635,82
