player_id,player_display_name,position,season,team,games,boom_games,solid_games,bust_games,ppr_std_dev,passing_yards,attempts,completions,passing_air_yards,passing_tds,passing_interceptions,rushing_yards,carries,rushing_tds,targets,receptions,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_yards,receiving_tds,sack_fumbles_lost,rushing_fumbles_lost,receiving_fumbles_lost,fantasy_points,fantasy_points_ppr,total_touches,opportunities,ppr_per_game,opportunities_per_game,touches_per_game,carries_per_game,targets_per_game,attempts_per_game,receptions_per_game,total_yards,total_tds,ppr_per_opportunity,completion_pct,yards_per_attempt,td_rate,int_rate,yards_per_carry,catch_rate,yards_per_target,yards_per_reception,yac_per_reception,air_yards_per_target,tds_per_game,first_downs_per_game,consistency_score,roster_name,birth_date,height,weight,college,years_exp_x,rookie_year,draft_club,draft_number,season_start,age,team_pass_attempts,team_carries,team_targets,team_ppr,team_total_opportunities,team_pass_rate,returning_targets,returning_carries,returning_attempts,vacated_targets,vacated_carries,vacated_attempts,vacated_target_pct,vacated_carry_pct,vacated_pass_pct,target_share,rush_share,opportunity_share,opportunity_score,touch_score,fantasy_score,reliability_score,boom_score,bust_score,overall_player_score,current_team,current_position,status,depth_chart_position,years_exp_y,projected_games,projected_pass_attempts,projected_carries,projected_targets,projected_pass_attempts_per_game,projected_carries_per_game,projected_targets_per_game,temporary_role_score,projection_roster_rank,projection_active,projected_team_player_targets,projected_team_targets,target_scale_factor,projected_completion_pct,projected_yards_per_attempt,projected_yards_per_carry,projected_catch_rate,projected_yards_per_target,projected_passing_td_rate,projected_rushing_td_per_carry,projected_receiving_td_per_target,projected_passing_tds,projected_rushing_tds,projected_receiving_tds,projected_completions,projected_passing_yards,projected_rushing_yards,projected_receptions,projected_receiving_yards,projected_fantasy_points_ppr,projected_ppr_per_game,role_score,team_position_rank,role_label,qb_pass_attempt_share,replacement_ppg,fantasy_war,war_rank,position_rank,value_tier,draft_value_score
00-0037755,Jelani Woods,TE,2025,NYJ,2,0,0,2,0.9899494936611665,0,0,0,0,0,0,0,0,0,3,1,6,1,0,4,0,0,0,0,0.4,1.4,1,3,0.7,1.5,0.5,0.0,1.5,0.0,0.5,4,0,0.4666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.3333333333333333,4.0,1.0,2.0,0.0,0.0,0.0,Jelani Woods,1998-10-09,79.0,253.0,Virginia,3.0,2022.0,IND,73.0,2025-09-01,26.89664613278576,494,456,472,1115.3600000000001,928,0.52,357,339,156,115,117,338,0.24364406779661016,0.2565789473684211,0.6842105263157895,0.006355932203389831,0.0,0.003232758620689655,40.714285714285715,23.57142857142857,20.357142857142858,22.142857142857142,46.07142857142857,84.28571428571429,35.785714285714285,NYJ,TE,ACT,TE,4.0,16,0.0,0.0,24.508044041655822,0.0,0.0,2.1875,35.0,2.0,True,674.0643999138117,472,0.7002298297615949,0.0,0.0,0.0,0.4427083333333333,3.758333333333333,0.0,0.0,0.06666666666666667,0.0,0.0,1.6338696027770547,0.0,0.0,0.0,10.849915330941378,92.10939885655645,29.864072833259357,1.8665045520787098,24.508044041655822,2,TE2,,8.872173133646344,0.0,81,12,Bench,0.9332522760393549
00-0037004,Hunter Long,TE,2025,JAX,7,0,0,6,3.5874118539030073,0,0,0,0,0,0,0,0,0,17,12,66,31,6,85,2,0,0,0,20.5,32.5,12,17,4.642857142857143,2.4285714285714284,1.7142857142857142,0.0,2.4285714285714284,0.0,1.7142857142857142,85,2,1.911764705882353,0.0,0.0,0.0,0.0,0.0,0.7058823529411765,5.0,7.083333333333333,2.5833333333333335,3.8823529411764706,0.2857142857142857,0.8571428571428571,0.22732667762089076,Hunter Long,1998-08-19,77.0,253.0,Boston College,4.0,2021.0,MIA,81.0,2025-09-01,27.0362765229295,563,489,547,1503.24,1036,0.535171102661597,439,231,593,138,281,0,0.2391681109185442,0.548828125,0.0,0.031078610603290677,0.0,0.016409266409266408,62.857142857142854,60.71428571428571,66.42857142857143,62.142857142857146,46.07142857142857,56.07142857142857,61.428571428571416,JAX,TE,ACT,TE,5.0,16,0.0,0.0,18.787885597972306,0.0,0.0,1.4597402597402598,23.355844155844157,2.0,True,679.9938549032667,547,0.8044190341658516,0.0,0.0,0.0,0.5862745098039216,4.5,0.0,0.0,0.08928571428571429,0.0,0.0,1.6774897855332416,0.0,0.0,0.0,11.014858419203373,84.54548519087538,29.53434565149036,1.8458966032181474,18.787885597972306,2,TE2,,8.872173133646344,0.0,81,12,Bench,0.9229483016090737
00-0037098,Samori Toure,WR,2025,PHI,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,3,1,30,0,0,3,0,0,0,0,0.30000000000000004,1.3,1,3,1.3,3.0,1.0,0.0,3.0,0.0,1.0,3,0,0.43333333333333335,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,3.0,0.0,10.0,0.0,0.0,1.0,Samori Toure,1998-03-24,73.0,190.0,Nebraska,3.0,2022.0,GB,258.0,2025-09-01,27.44147843942505,497,478,464,1358.52,942,0.5097435897435898,422,362,585,143,73,6,0.25309734513274335,0.167816091954023,0.01015228426395939,0.005309734513274336,0.0,0.003,54.52755905511811,32.28346456692913,23.228346456692915,99.01574803149606,44.09448818897638,94.68503937007874,57.00787401574803,PHI,WR,ACT,WR,4.0,16,0.0,0.0,33.339318987679334,0.0,0.0,2.675,42.8,5.0,True,595.6690359313889,464,0.7789560511140032,0.0,0.0,0.0,0.4,3.44,0.0,0.0,0.02247191011235955,0.0,0.0,0.7491981794984119,0.0,0.0,0.0,13.335727595071734,114.68725731761691,29.299642403823896,1.8312276502389935,33.339318987679334,5,WR5,,10.169259972266895,0.0,81,30,Bench,0.9156138251194967
00-0039379,Jamari Thrash,WR,2025,CLE,8,0,0,8,1.5384941617420216,0,0,0,0,0,0,0,0,0,15,10,102,39,5,107,0,0,0,0,10.700000000000001,20.7,10,15,2.5875,1.875,1.25,0.0,1.875,0.0,1.25,107,0,1.38,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,7.133333333333334,10.7,3.9,6.8,0.0,0.625,0.4054128843509095,Jamari Thrash,2000-12-19,72.0,190.0,Louisville; Georgia State,1.0,2024.0,CLE,156.0,2025-09-01,24.700889801505816,558,421,522,1103.18,943,0.5699693564862104,429,384,398,93,37,160,0.1781609195402299,0.08788598574821853,0.2867383512544803,0.028735632183908046,0.0,0.015906680805938492,36.023622047244096,41.92913385826771,36.22047244094488,78.74015748031496,44.09448818897638,33.85826771653542,45.21653543307087,CLE,WR,ACT,WR,2.0,16,0.0,0.0,24.496261328003857,0.0,0.0,1.609375,25.75,5.0,True,548.7163865546219,522,0.9513111195341304,0.0,0.0,0.0,0.5773809523809523,5.636904761904763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.143674695335559,138.08309212868843,27.951983908204404,1.7469989942627753,24.496261328003857,5,WR5,,10.169259972266895,0.0,81,30,Bench,0.8734994971313876
00-0038809,Ben Sims,TE,2025,MIA,3,0,0,3,0.7549834435270748,0,0,0,0,0,0,0,0,0,6,3,73,5,2,30,0,0,0,0,3.0,6.0,3,6,2.0,2.0,1.0,0.0,2.0,0.0,1.0,30,0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,5.0,10.0,1.6666666666666667,12.166666666666666,0.0,0.6666666666666666,0.6225082782364626,Ben Sims,2000-05-16,77.0,258.0,Baylor,2.0,2023.0,,0.0,2025-09-01,25.295003422313485,479,432,462,1269.48,894,0.5257958287596048,404,386,483,64,24,1,0.13675213675213677,0.05853658536585366,0.002066115702479339,0.01282051282051282,0.0,0.00683371298405467,54.64285714285714,36.78571428571429,37.142857142857146,93.57142857142857,46.07142857142857,77.5,58.607142857142854,MIA,TE,ACT,TE,3.0,16,0.0,0.0,19.839700297345583,0.0,0.0,1.575,25.2,3.0,True,586.823380671616,462,0.7872896943391104,0.0,0.0,0.0,0.6233333333333333,5.720000000000001,0.0,0.0,0.03508771929824561,0.0,0.0,0.6961298349945818,0.0,0.0,0.0,12.366746518678747,113.48308570081674,27.891834098727912,1.7432396311704945,19.839700297345583,3,TE3,,8.872173133646344,0.0,81,12,Bench,0.8716198155852473
00-0040581,Dont'e Thornton Jr.,WR,2025,LV,11,0,0,11,2.1777386102435377,0,0,0,0,0,0,0,0,0,30,10,497,38,7,135,0,0,0,0,13.5,23.5,10,30,2.1363636363636362,2.727272727272727,0.9090909090909091,0.0,2.727272727272727,0.0,0.9090909090909091,135,0,0.7833333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,4.5,13.5,3.8,16.566666666666666,0.0,0.6363636363636364,0.0,Dont'e Thornton Jr.,2002-11-30,77.0,205.0,Tennessee; Oregon,0.0,2025.0,LV,108.0,2025-09-01,22.754277891854894,515,369,494,1125.8,863,0.582579185520362,389,289,22,105,80,493,0.2125506072874494,0.21680216802168023,0.9572815533980582,0.06072874493927125,0.0,0.03476245654692932,49.21259842519685,27.95275590551181,31.10236220472441,24.015748031496063,44.09448818897638,16.92913385826772,35.0,LV,WR,ACT,WR,1.0,16,0.0,0.0,35.4706382569334,0.0,0.0,2.727272727272727,43.63636363636363,4.0,True,607.7241542770954,494,0.8128687933880571,0.0,0.0,0.0,0.3333333333333333,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.823546085644466,159.6178721562003,27.785333301264494,1.7365833313290309,35.4706382569334,4,WR4,,10.169259972266895,0.0,81,30,Bench,0.8682916656645154
00-0036906,Khalil Herbert,RB,2025,NYJ,5,0,0,5,2.405618423607535,0,0,0,0,0,0,52,16,0,4,1,-13,9,0,4,0,0,0,0,5.6000000000000005,6.6000000000000005,17,20,1.32,4.0,3.4,3.2,0.8,0.0,0.2,56,0,0.33,0.0,0.0,0.0,0.0,3.25,0.25,1.0,4.0,9.0,-3.25,0.0,0.0,0.0,Khalil Herbert,1998-04-21,69.0,212.0,Virginia Tech,4.0,2021.0,CHI,217.0,2025-09-01,27.364818617385353,494,456,472,1115.3600000000001,928,0.52,357,339,156,115,117,338,0.24364406779661016,0.2565789473684211,0.6842105263157895,0.00847457627118644,0.03508771929824561,0.021551724137931036,40.56603773584906,38.36477987421384,30.18867924528302,20.125786163522015,38.67924528301887,50.943396226415096,34.21383647798742,,,,,0.0,16,0.0,51.2,9.92325701605003,0.0,3.2,0.8857142857142858,65.37142857142858,3.0,True,674.0643999138117,472,0.7002298297615949,0.0,0.0,3.2464285714285714,0.5916666666666666,1.6,0.0,0.011111111111111112,0.0,0.0,0.5688888888888889,0.0,0.0,0.0,166.21714285714287,5.8712604011629335,15.87721122568005,27.494029142778558,1.7183768214236599,61.12325701605003,3,RB3,,11.124347726249262,0.0,81,30,Bench,0.8591884107118299
00-0038359,Xavier Smith,WR,2025,LA,16,0,0,14,3.752193802741715,0,0,0,0,0,0,0,0,0,24,18,405,107,11,303,0,0,0,0,30.3,48.300000000000004,18,24,3.0187500000000003,1.5,1.125,0.0,1.5,0.0,1.125,303,0,2.0125,0.0,0.0,0.0,0.0,0.0,0.75,12.625,16.833333333333332,5.944444444444445,16.875,0.0,0.6875,0.0,Xavier Smith,1997-09-21,69.0,170.0,Florida A&M,2.0,2023.0,,0.0,2025-09-01,27.94524298425736,598,465,581,1800.18,1046,0.5625587958607714,682,538,716,15,9,1,0.021520803443328552,0.016453382084095063,0.001394700139470014,0.04130808950086059,0.0,0.022944550669216062,29.527559055118108,37.00787401574803,37.79527559055118,24.015748031496063,44.09448818897638,4.330708661417333,29.84251968503937,LA,WR,ACT,WR,3.0,16,0.0,1.7142857142857142,15.253889582329434,0.0,0.10714285714285714,0.9910714285714286,17.571428571428573,5.0,True,603.9771004159239,581,0.9619570006874417,0.0,0.0,3.375,0.84375,9.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.785714285714286,12.87046933509046,137.5233482656888,27.20137559023077,1.7000859743894232,16.968175296615147,5,WR5,,10.169259972266895,0.0,81,30,Bench,0.8500429871947116
00-0037120,Tyler Goodson,RB,2025,ATL,10,0,0,10,0.5769652406245016,0,0,0,0,0,0,24,9,0,3,2,-3,10,0,8,0,0,0,0,3.2,5.2,11,12,0.52,1.2,1.1,0.9,0.3,0.0,0.2,32,0,0.43333333333333335,0.0,0.0,0.0,0.0,2.6666666666666665,0.6666666666666666,2.6666666666666665,4.0,5.0,-1.0,0.0,0.0,0.0,Tyler Goodson,2000-11-10,69.0,199.0,Iowa,3.0,2022.0,,0.0,2025-09-01,24.80766598220397,545,477,519,1330.22,996,0.5332681017612525,383,416,455,147,26,92,0.27735849056603773,0.058823529411764705,0.16819012797074953,0.005660377358490566,0.020361990950226245,0.012345679012345678,18.553459119496853,18.867924528301888,18.867924528301888,20.125786163522015,38.67924528301887,22.95597484276729,21.41509433962264,ATL,RB,ACT,RB,4.0,16,0.0,25.104761904761904,10.688223143182062,0.0,1.569047619047619,0.7714285714285715,37.44761904761905,4.0,True,599.3459129106188,519,0.8659440046559541,0.0,0.0,4.106169871794871,0.6866666666666666,3.3088888888888888,0.0,0.017964071856287425,0.038461538461538464,0.0,0.45098374679213,0.4110855055070024,0.0,0.0,103.08441697191697,7.339246558318349,35.3661428004402,26.356718049348856,1.6472948780843035,35.792985047943965,4,RB4,,11.124347726249262,0.0,81,30,Bench,0.8236474390421518
00-0034798,Durham Smythe,TE,2025,BAL,7,0,0,7,0.9141741003300662,0,0,0,0,0,0,0,0,0,6,4,24,15,1,25,0,0,0,0,2.5,6.5,4,6,0.9285714285714286,0.8571428571428571,0.5714285714285714,0.0,0.8571428571428571,0.0,0.5714285714285714,25,0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,4.166666666666667,6.25,3.75,4.0,0.0,0.14285714285714285,0.015504815029159569,Durham Smythe,1995-08-09,76.0,248.0,Notre Dame,7.0,2018.0,MIA,123.0,2025-09-01,30.064339493497606,422,507,407,1331.1200000000001,914,0.4542518837459634,437,550,663,183,22,1,0.29516129032258065,0.038461538461538464,0.0015060240963855422,0.011278195488721804,0.0,0.0057859209257473485,25.0,27.857142857142858,22.142857142857142,45.0,46.07142857142857,48.57142857142858,32.60714285714286,BAL,TE,ACT,TE,8.0,16,0.0,0.0,22.86447916424133,0.0,0.0,1.4543956043956043,23.27032967032967,2.0,True,414.22435681965095,407,0.982559314292577,0.0,0.0,0.0,0.6549475604195166,4.720953032375741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.975034848882729,107.94213224411706,25.769248073294435,1.6105780045809022,22.86447916424133,2,TE2,,8.872173133646344,0.0,81,12,Bench,0.8052890022904511
00-0036590,Quintin Morris,TE,2025,JAX,11,0,0,11,2.383885293152565,0,0,0,0,0,0,0,0,0,9,6,45,21,4,55,1,0,0,0,11.5,17.5,6,9,1.5909090909090908,0.8181818181818182,0.5454545454545454,0.0,0.8181818181818182,0.0,0.5454545454545454,55,1,1.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,6.111111111111111,9.166666666666666,3.5,5.0,0.09090909090909091,0.36363636363636365,0.0,Quintin Morris,1999-01-21,74.0,251.0,Bowling Green,4.0,2021.0,,0.0,2025-09-01,26.611909650924023,563,489,547,1503.24,1036,0.535171102661597,439,231,593,138,281,0,0.2391681109185442,0.548828125,0.0,0.016453382084095063,0.0,0.008687258687258687,24.285714285714285,26.42857142857143,30.0,22.142857142857142,46.07142857142857,17.5,27.071428571428573,JAX,TE,ACT,TE,5.0,16,0.0,0.0,12.215468678823989,0.0,0.0,0.9490909090909092,15.185454545454547,3.0,True,679.9938549032667,547,0.8044190341658516,0.0,0.0,0.0,0.6541666666666666,6.138888888888888,0.0,0.0,0.13333333333333333,0.0,0.0,1.6287291571765319,0.0,0.0,0.0,7.990952427397358,74.98940494500282,25.26226786495683,1.5788917415598018,12.215468678823989,3,TE3,,8.872173133646344,0.0,81,12,Bench,0.7894458707799009
00-0039458,Brenden Bates,TE,2025,CLE,4,0,0,4,1.403269990652785,0,0,0,0,0,0,0,0,0,3,2,16,10,1,25,0,0,0,0,2.5,4.5,2,3,1.125,0.75,0.5,0.0,0.75,0.0,0.5,25,0,1.5,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,8.333333333333334,12.5,5.0,5.333333333333333,0.0,0.25,0.0,Brenden Bates,1999-10-16,77.0,251.0,Kentucky,1.0,2024.0,,0.0,2025-09-01,25.87816563997262,558,421,522,1103.18,943,0.5699693564862104,429,384,398,93,37,160,0.1781609195402299,0.08788598574821853,0.2867383512544803,0.005747126436781609,0.0,0.003181336161187699,21.785714285714285,23.57142857142857,24.285714285714285,22.142857142857142,46.07142857142857,70.71428571428571,29.92857142857143,CLE,TE,ACT,TE,2.0,16,0.0,0.0,17.884649047241652,0.0,0.0,1.175,18.8,3.0,True,548.7163865546219,522,0.9513111195341304,0.0,0.0,0.0,0.6333333333333333,7.616666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.326944396586379,136.22141024315727,24.949085420902108,1.5593178388063818,17.884649047241652,3,TE3,,8.872173133646344,0.0,81,12,Bench,0.7796589194031909
00-0035291,Trayveon Williams,RB,2025,CLE,4,0,0,3,3.738538038681252,0,0,0,0,0,0,37,7,0,8,7,-33,82,2,55,0,0,0,0,9.2,16.2,14,15,4.05,3.75,3.5,1.75,2.0,0.0,1.75,92,0,1.0799999999999998,0.0,0.0,0.0,0.0,5.285714285714286,0.875,6.875,7.857142857142857,11.714285714285714,-4.125,0.0,0.5,0.0769041879799377,Trayveon Williams,1997-10-18,68.0,206.0,Texas A&M,6.0,2019.0,CIN,182.0,2025-09-01,27.871321013004792,558,421,522,1103.18,943,0.5699693564862104,429,384,398,93,37,160,0.1781609195402299,0.08788598574821853,0.2867383512544803,0.01532567049808429,0.0166270783847981,0.015906680805938492,38.67924528301887,39.308176100628934,50.943396226415096,44.0251572327044,38.67924528301887,65.72327044025158,46.132075471698116,,,,,0.0,16,0.0,21.2,17.504124599427996,0.0,1.325,1.15,39.599999999999994,4.0,True,548.7163865546219,522,0.9513111195341304,0.0,0.0,2.5428571428571427,0.7375,3.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.90857142857142,12.909291892078148,60.17042831053374,24.317191865988665,1.5198244916242916,38.704124599428,4,RB4,,11.124347726249262,0.0,81,30,Bench,0.7599122458121458
00-0038720,Julian Hill,TE,2025,NE,11,0,0,11,1.996906698780983,0,0,0,0,0,0,0,0,0,20,15,66,111,6,140,0,0,0,0,16.0,31.0,15,20,2.8181818181818183,1.8181818181818181,1.3636363636363635,0.0,1.8181818181818181,0.0,1.3636363636363635,140,0,1.55,0.0,0.0,0.0,0.0,0.0,0.75,7.0,9.333333333333334,7.4,3.3,0.0,0.5454545454545454,0.29142020365836097,Julian Hill,2000-07-09,76.0,250.0,Campbell University,2.0,2023.0,,0.0,2025-09-01,25.14715947980835,502,494,482,1640.3600000000001,976,0.5040160642570282,217,404,83,245,28,396,0.5303030303030303,0.06481481481481481,0.826722338204593,0.04329004329004329,0.0,0.02237136465324385,47.5,52.142857142857146,50.71428571428571,67.85714285714286,46.07142857142857,17.5,49.39285714285714,NE,TE,RES,TE,3.0,16,0.0,0.0,18.46177831705421,0.0,0.0,1.4962337662337661,23.939740259740258,2.0,True,625.0185982644806,482,0.7711770519123634,0.0,0.0,0.0,0.6978070175438595,6.1456140350877195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.882758465979494,113.4589639379665,24.228654859776142,1.514290928736009,18.46177831705421,2,TE2,,8.872173133646344,0.0,81,12,Bench,0.7571454643680045
00-0036876,Kylen Granson,TE,2025,TEN,12,0,0,12,2.0076369344595304,0,0,0,0,0,0,0,0,0,9,7,68,13,3,40,0,0,0,0,4.0,11.0,7,9,0.9166666666666666,0.75,0.5833333333333334,0.0,0.75,0.0,0.5833333333333334,40,0,1.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,4.444444444444445,5.714285714285714,1.8571428571428572,7.555555555555555,0.0,0.25,0.0,Kylen Granson,1998-03-27,75.0,242.0,SMU,4.0,2021.0,IND,127.0,2025-09-01,27.433264887063654,570,378,530,1132.64,908,0.6012658227848101,315,502,532,183,12,0,0.3674698795180723,0.023346303501945526,0.0,0.01939655172413793,0.0,0.009554140127388535,21.785714285714285,28.57142857142857,21.428571428571427,22.142857142857142,46.07142857142857,10.714285714285708,23.07142857142857,TEN,TE,ACT,TE,5.0,16,0.0,0.21333333333333332,19.33132162776324,0.0,0.013333333333333332,1.6229166666666668,26.180000000000003,3.0,True,711.9189054083172,530,0.7444668149331157,0.0,0.0,0.4,0.6443727598566309,5.455512544802867,0.0,0.0,0.008403361344537815,0.0,0.0,0.16244808090557344,0.0,0.0,0.08533333333333333,12.456577068957978,105.46226764788135,23.986025652512886,1.4991266032820554,19.544654961096576,3,TE3,,8.872173133646344,0.0,81,12,Bench,0.7495633016410277
00-0037557,Ronnie Rivers,RB,2025,LA,6,0,0,6,1.645195023900409,0,0,0,0,0,0,46,9,0,0,0,0,0,0,0,0,0,0,0,4.6000000000000005,4.6000000000000005,9,9,0.7666666666666667,1.5,1.5,1.5,0.0,0.0,0.0,46,0,0.5111111111111112,0.0,0.0,0.0,0.0,5.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ronnie Rivers,1999-01-31,69.0,190.0,Fresno State,3.0,2022.0,,0.0,2025-09-01,26.584531143052704,598,465,581,1800.18,1046,0.5625587958607714,682,538,716,15,9,1,0.021520803443328552,0.016453382084095063,0.001394700139470014,0.0,0.01935483870967742,0.008604206500956023,22.0125786163522,22.641509433962266,23.270440251572328,20.125786163522015,38.67924528301887,44.339622641509436,25.911949685534594,LA,RB,ACT,RB,4.0,16,0.0,40.977777777777774,6.327539382299617,0.0,2.561111111111111,0.4111111111111111,47.55555555555555,3.0,True,603.9771004159239,581,0.9619570006874417,0.0,0.0,4.711805555555555,0.45,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.07932098765428,2.8473927220348276,16.325051606333012,23.78782998143356,1.4867393738395975,47.305317160077394,3,RB3,,11.124347726249262,0.0,81,30,Bench,0.7433696869197988
00-0037015,Sal Cannella,TE,2025,CLE,2,0,0,2,2.1920310216782974,0,0,0,0,0,0,0,0,0,5,2,55,5,1,11,0,0,0,0,1.1,3.1,2,5,1.55,2.5,1.0,0.0,2.5,0.0,1.0,11,0,0.62,0.0,0.0,0.0,0.0,0.0,0.4,2.2,5.5,2.5,11.0,0.0,0.5,0.0,Sal Cannella,1996-12-02,77.0,228.0,Auburn,4.0,2021.0,,0.0,2025-09-01,28.747433264887064,558,421,522,1103.18,943,0.5699693564862104,429,384,398,93,37,160,0.1781609195402299,0.08788598574821853,0.2867383512544803,0.009578544061302681,0.0,0.005302226935312832,64.28571428571429,36.78571428571429,28.57142857142857,22.142857142857142,46.07142857142857,84.28571428571429,45.32142857142858,,,,,0.0,16,0.0,0.0,38.05244478136522,0.0,0.0,2.5,40.0,2.0,True,548.7163865546219,522,0.9513111195341304,0.0,0.0,0.0,0.4,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.220977912546088,83.71537851900348,23.592515764446436,1.4745322352779022,38.05244478136522,2,TE2,,8.872173133646344,0.0,81,12,Bench,0.7372661176389511
00-0039737,Tip Reiman,TE,2025,ARI,3,0,0,3,1.4422205101855958,0,0,0,0,0,0,0,0,0,5,3,26,7,1,18,0,0,0,0,1.8,4.8,3,5,1.5999999999999999,1.6666666666666667,1.0,0.0,1.6666666666666667,0.0,1.0,18,0,0.96,0.0,0.0,0.0,0.0,0.0,0.6,3.6,6.0,2.3333333333333335,5.2,0.0,0.3333333333333333,0.0986121811340025,Tip Reiman,2001-09-17,77.0,270.0,Illinois,1.0,2024.0,ARI,82.0,2025-09-01,23.956194387405887,649,366,617,1504.8600000000001,983,0.6394088669950739,488,193,487,129,173,162,0.20907617504051865,0.4726775956284153,0.24961479198767333,0.008103727714748784,0.0,0.00508646998982706,45.0,36.78571428571429,30.714285714285715,50.71428571428571,46.07142857142857,77.5,45.214285714285715,ARI,TE,ACT,TE,2.0,16,0.0,0.0,19.974407666849842,0.0,0.0,1.3697916666666667,21.916666666666668,3.0,True,676.9954613360495,617,0.9113798174988521,0.0,0.0,0.0,0.6964285714285714,4.232142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.91074819655614,84.53454673291809,22.36420286984795,1.397762679365497,19.974407666849842,3,TE3,,8.872173133646344,0.0,81,12,Bench,0.6988813396827485
00-0039530,Brevyn Spann-Ford,TE,2025,DAL,16,0,0,16,2.193323201597673,0,0,0,0,0,0,0,0,0,13,9,107,33,4,90,1,0,0,0,15.000000000000002,24.0,9,13,1.5,0.8125,0.5625,0.0,0.8125,0.0,0.5625,90,1,1.8461538461538463,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,6.923076923076923,10.0,3.6666666666666665,8.23076923076923,0.0625,0.25,0.0,Brevyn Spann-Ford,1999-12-27,79.0,270.0,Minnesota,1.0,2024.0,,0.0,2025-09-01,25.68104038329911,624,465,607,1689.5,1072,0.5730027548209367,565,445,624,42,20,0,0.06919275123558484,0.043010752688172046,0.0,0.0214168039538715,0.0,0.012126865671641791,23.57142857142857,27.142857142857142,27.857142857142858,22.142857142857142,46.07142857142857,0.3571428571428612,24.499999999999996,DAL,TE,ACT,TE,2.0,16,0.0,0.0,13.652862883823602,0.0,0.0,0.9850852272727273,15.761363636363637,3.0,True,700.7429730073848,607,0.8662234562195219,0.0,0.0,0.0,0.6737637362637363,6.684065934065934,0.0,0.0,0.04672897196261682,0.0,0.0,0.6379842469076449,0.0,0.0,0.0,9.19880390730148,91.25663570423853,22.152372959171203,1.3845233099482002,13.652862883823602,3,TE3,,8.872173133646344,0.0,81,12,Bench,0.6922616549741001
00-0040238,LeQuint Allen Jr.,RB,2025,JAX,16,0,0,16,1.0526157893552615,0,0,0,0,0,0,94,23,0,11,10,-15,61,0,54,0,0,0,0,14.8,24.8,33,34,1.55,2.125,2.0625,1.4375,0.6875,0.0,0.625,148,0,0.7294117647058824,0.0,0.0,0.0,0.0,4.086956521739131,0.9090909090909091,4.909090909090909,5.4,6.1,-1.3636363636363635,0.0,0.0,0.3208930391256378,LeQuint Allen Jr.,2004-08-05,72.0,201.0,Syracuse,0.0,2025.0,JAX,236.0,2025-09-01,21.073237508555785,563,489,547,1503.24,1036,0.535171102661597,439,231,593,138,281,0,0.2391681109185442,0.548828125,0.0,0.02010968921389397,0.04703476482617587,0.032818532818532815,27.358490566037734,28.30188679245283,32.075471698113205,66.66666666666666,38.67924528301887,2.5157232704402475,35.283018867924525,JAX,RB,ACT,RB,1.0,16,0.0,23.0,8.848609375824367,0.0,1.4375,0.6875,34.0,4.0,True,679.9938549032667,547,0.8044190341658516,0.0,0.0,4.086956521739131,0.909090909090909,4.909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.00000000000001,8.044190341658513,43.43862784495598,21.788053126154114,1.3617533203846321,31.848609375824367,4,RB4,,11.124347726249262,0.0,81,30,Bench,0.6808766601923161
