player_id,player_display_name,position,season,team,games,boom_games,solid_games,bust_games,ppr_std_dev,passing_yards,attempts,completions,passing_air_yards,passing_tds,passing_interceptions,rushing_yards,carries,rushing_tds,targets,receptions,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_yards,receiving_tds,sack_fumbles_lost,rushing_fumbles_lost,receiving_fumbles_lost,fantasy_points,fantasy_points_ppr,total_touches,opportunities,ppr_per_game,opportunities_per_game,touches_per_game,carries_per_game,targets_per_game,attempts_per_game,receptions_per_game,total_yards,total_tds,ppr_per_opportunity,completion_pct,yards_per_attempt,td_rate,int_rate,yards_per_carry,catch_rate,yards_per_target,yards_per_reception,yac_per_reception,air_yards_per_target,tds_per_game,first_downs_per_game,consistency_score,roster_name,birth_date,height,weight,college,years_exp_x,rookie_year,draft_club,draft_number,season_start,age,team_pass_attempts,team_carries,team_targets,team_ppr,team_total_opportunities,team_pass_rate,returning_targets,returning_carries,returning_attempts,vacated_targets,vacated_carries,vacated_attempts,vacated_target_pct,vacated_carry_pct,vacated_pass_pct,target_share,rush_share,opportunity_share,opportunity_score,touch_score,fantasy_score,reliability_score,boom_score,bust_score,overall_player_score,current_team,current_position,status,depth_chart_position,years_exp_y,projected_games,projected_pass_attempts,projected_carries,projected_targets,projected_pass_attempts_per_game,projected_carries_per_game,projected_targets_per_game,temporary_role_score,projection_roster_rank,projection_active,projected_team_player_targets,projected_team_targets,target_scale_factor,projected_completion_pct,projected_yards_per_attempt,projected_yards_per_carry,projected_catch_rate,projected_yards_per_target,projected_passing_td_rate,projected_rushing_td_per_carry,projected_receiving_td_per_target,projected_passing_tds,projected_rushing_tds,projected_receiving_tds,projected_completions,projected_passing_yards,projected_rushing_yards,projected_receptions,projected_receiving_yards,projected_fantasy_points_ppr,projected_ppr_per_game,role_score,team_position_rank,role_label,qb_pass_attempt_share,replacement_ppg,fantasy_war,war_rank,position_rank,value_tier,draft_value_score
00-0038996,Tucker Kraft,TE,2025,GB,8,1,3,2,9.870446508933334,0,0,0,0,0,0,3,1,0,44,32,201,344,22,489,6,0,0,0,85.2,117.19999999999999,33,45,14.649999999999999,5.625,4.125,0.125,5.5,0.0,4.0,492,6,2.6044444444444443,0.0,0.0,0.0,0.0,3.0,0.7272727272727273,11.113636363636363,15.28125,10.75,4.568181818181818,0.75,2.75,0.3262493850557451,Tucker Kraft,2000-11-03,77.0,255.0,South Dakota State,2.0,2023.0,GB,78.0,2025-09-01,24.826830937713893,489,492,460,1420.0,952,0.4984709480122324,317,361,485,181,154,50,0.3634538152610442,0.29902912621359223,0.09345794392523364,0.09565217391304348,0.0020325203252032522,0.04726890756302521,92.14285714285714,90.71428571428571,97.85714285714285,75.71428571428571,95.0,84.28571428571429,90.07142857142857,GB,TE,ACT,TE,3.0,16,0.0,1.8470588235294116,73.1289025182452,0.0,0.11544117647058823,4.55672268907563,74.75462184873949,1.0,True,458.60771646654,460,1.0030358920782825,0.0,0.0,2.1,0.732922077922078,10.361818181818181,0.0,0.0,0.10784313725490197,0.0,0.0,7.8864502715754625,0.0,0.0,3.878823529411765,53.597787189833355,757.7483917299625,177.07921034522354,11.067450646576471,74.9759613417746,1,TE1,,8.872173133646344,2.1952775129301276,35,7,Depth,16.510112887938874
00-0035640,DK Metcalf,WR,2025,PIT,15,0,8,3,5.99930948407517,0,0,0,0,0,0,12,2,1,99,59,1044,414,37,850,6,0,0,0,128.20000000000002,187.2,61,101,12.479999999999999,6.733333333333333,4.066666666666666,0.13333333333333333,6.6,0.0,3.933333333333333,862,7,1.8534653465346533,0.0,0.0,0.0,0.0,6.0,0.5959595959595959,8.585858585858587,14.40677966101695,7.016949152542373,10.545454545454545,0.4666666666666667,2.466666666666667,0.5192860990324382,DK Metcalf,1997-12-14,76.0,230.0,Mississippi,6.0,2019.0,SEA,64.0,2025-09-01,27.71526351813826,550,407,522,1381.08,929,0.5747126436781609,281,281,584,272,144,0,0.4918625678119349,0.3388235294117647,0.0,0.1896551724137931,0.004914004914004914,0.10871905274488698,88.18897637795276,85.03937007874016,90.5511811023622,90.15748031496062,44.09448818897638,76.18110236220473,83.68110236220473,PIT,WR,ACT,WR,7.0,16,0.0,1.0666666666666667,104.7872603924367,0.0,0.06666666666666667,6.9475,112.22666666666666,2.0,True,553.7459399424106,522,0.9426705684817984,0.0,0.0,3.0,0.5922375010610305,8.920753756047874,0.0,0.5,0.05771050141911069,0.0,0.5333333333333333,6.047325339582439,0.0,0.0,3.2,62.05894523784821,934.7813467317965,195.3410319485225,12.208814496782656,105.85392705910337,2,WR2,,10.169259972266895,2.0395545245157614,38,12,Depth,16.302179870970136
00-0033040,Tyreek Hill,WR,2025,MIA,4,0,3,0,4.006141119165258,0,0,0,0,0,0,0,0,0,29,21,399,57,17,265,1,0,0,0,32.5,53.5,21,29,13.375,7.25,5.25,0.0,7.25,0.0,5.25,265,1,1.8448275862068966,0.0,0.0,0.0,0.0,0.0,0.7241379310344828,9.137931034482758,12.619047619047619,2.7142857142857144,13.758620689655173,0.25,4.25,0.7004754303427845,Tyreek Hill,1994-03-01,70.0,185.0,West Alabama; Garden City CC; Oklahoma State,9.0,2016.0,KC,165.0,2025-09-01,31.50444900752909,479,432,462,1269.48,894,0.5257958287596048,217,404,83,245,28,396,0.5303030303030303,0.06481481481481481,0.826722338204593,0.06277056277056277,0.0,0.03243847874720358,89.96062992125984,95.2755905511811,93.30708661417323,96.8503937007874,44.09448818897638,99.60629921259843,88.72047244094489,,,,,0.0,16,0.0,3.4588235294117644,99.70792423012382,0.0,0.21617647058823528,7.915441176470589,130.1058823529412,1.0,True,586.823380671616,462,0.7872896943391104,0.0,0.0,2.4875,0.7004305799358014,9.031255805804317,0.0,0.0,0.057444314185228613,0.0,0.0,5.727653326232201,0.0,0.0,8.603823529411763,69.83847919270058,900.4877695880027,195.11355846183523,12.194597403864702,103.16674775953558,1,WR1,,10.169259972266895,2.0253374315978068,39,13,Depth,16.223985859921385
00-0035676,A.J. Brown,WR,2025,NE,15,3,5,4,9.751546885836456,0,0,0,0,0,0,0,0,0,121,78,1425,268,47,1003,7,0,0,0,142.3,220.3,78,121,14.686666666666667,8.066666666666666,5.2,0.0,8.066666666666666,0.0,5.2,1003,7,1.8206611570247935,0.0,0.0,0.0,0.0,0.0,0.6446280991735537,8.289256198347108,12.85897435897436,3.4358974358974357,11.776859504132231,0.4666666666666667,3.1333333333333333,0.33602722066478974,A.J. Brown,1997-06-30,73.0,226.0,Mississippi,6.0,2019.0,TEN,51.0,2025-09-01,28.17248459958932,502,494,482,1640.3600000000001,976,0.5040160642570282,315,502,532,183,12,0,0.3674698795180723,0.023346303501945526,0.0,0.2607758620689655,0.0,0.12845010615711253,94.48818897637796,94.48818897637796,95.66929133858267,74.01574803149606,97.63779527559055,67.51968503937007,88.36614173228345,NE,WR,ACT,WR,7.0,16,0.0,0.0,100.32234126187116,0.0,0.0,8.130618401206636,130.08989441930618,1.0,True,625.0185982644806,482,0.7711770519123634,0.0,0.0,0.0,0.6637077596220111,9.324779475918954,0.0,0.0,0.057755775577557754,0.0,0.0,5.794194627335793,0.0,0.0,0.0,66.58471635895135,935.4837087748333,194.89825500044944,12.18114093752809,100.32234126187116,1,WR1,,10.169259972266895,2.011880965261195,40,14,Depth,16.14997529507002
00-0040126,Colston Loveland,TE,2025,CHI,16,2,3,9,8.500056372362087,0,0,0,0,0,0,-2,1,0,82,58,746,250,36,713,6,0,0,0,107.10000000000001,165.1,59,83,10.31875,5.1875,3.6875,0.0625,5.125,0.0,3.625,711,6,1.989156626506024,0.0,0.0,0.0,0.0,-2.0,0.7073170731707317,8.695121951219512,12.293103448275861,4.310344827586207,9.097560975609756,0.375,2.25,0.17625135095219024,Colston Loveland,2004-04-09,78.0,245.0,Michigan,0.0,2025.0,CHI,10.0,2025-09-01,21.39630390143737,574,505,532,1519.8400000000001,1037,0.5319740500463392,437,550,663,183,22,1,0.29516129032258065,0.038461538461538464,0.0015060240963855422,0.15413533834586465,0.0019801980198019802,0.08003857280617165,87.85714285714286,87.14285714285714,89.28571428571429,56.42857142857143,98.92857142857143,33.57142857142857,77.67857142857143,CHI,TE,ACT,TE,1.0,16,0.0,1.0,86.0796886486683,0.0,0.0625,5.125,83.0,1.0,True,506.78621966269026,532,1.0497523005935159,0.0,0.0,-2.0,0.7073170731707317,8.695121951219512,0.0,0.0,0.07317073170731707,0.0,0.0,6.298513803561095,0.0,0.0,0.0,60.885633434423916,748.4733903231768,173.32405528810818,10.832753455506761,87.0796886486683,1,TE1,,8.872173133646344,1.9605803218604176,41,8,Depth,15.219278337055469
00-0038134,Kenneth Walker III,RB,2025,KC,17,1,6,6,6.529632680417519,0,0,0,0,0,0,1027,221,5,36,31,-41,339,12,282,0,0,0,0,160.9,191.9,252,257,11.288235294117648,15.117647058823529,14.823529411764707,13.0,2.1176470588235294,0.0,1.8235294117647058,1309,5,0.7466926070038911,0.0,0.0,0.0,0.0,4.647058823529412,0.8611111111111112,7.833333333333333,9.096774193548388,10.935483870967742,-1.1388888888888888,0.29411764705882354,0.7058823529411765,0.42155416588276284,Kenneth Walker III,2000-10-20,69.0,210.0,Michigan State; Wake Forest,3.0,2022.0,SEA,41.0,2025-09-01,24.865160848733744,584,430,549,1394.78,979,0.5759368836291914,491,309,572,50,289,0,0.09242144177449169,0.48327759197324416,0.0,0.07912087912087912,0.4358974358974359,0.26715176715176714,84.27672955974843,84.27672955974843,82.38993710691824,76.72955974842768,83.9622641509434,44.339622641509436,78.17610062893081,KC,RB,ACT,RB,4.0,16,0.0,217.48363636363638,43.47845078960237,0.0,13.592727272727274,2.9976114081996434,265.44541889483065,1.0,True,605.6107826160767,549,0.9065228291155365,0.0,0.0,4.273542841794252,0.8476896708028783,7.009119496855345,0.0,0.03096903096903097,0.012106537530266345,0.0,6.735257469802925,0.5263734962421595,0.0,0.0,929.4256373892024,36.856233636857176,304.74565712246766,203.8431488842947,12.740196805268418,260.96208715323877,1,RB1,,11.124347726249262,1.6158490790191564,45,17,Depth,14.449343797729991
00-0031408,Mike Evans,WR,2025,SF,8,0,4,2,5.79901469463317,0,0,0,0,0,0,0,0,0,62,30,824,37,23,368,3,0,0,0,54.800000000000004,84.80000000000001,30,62,10.600000000000001,7.75,3.75,0.0,7.75,0.0,3.75,368,3,1.3677419354838711,0.0,0.0,0.0,0.0,0.0,0.4838709677419355,5.935483870967742,12.266666666666667,1.2333333333333334,13.290322580645162,0.375,2.875,0.4529231420157387,Mike Evans,1993-08-21,77.0,231.0,Texas A&M,11.0,2014.0,TB,7.0,2025-09-01,32.030116358658454,574,481,550,1568.22,1031,0.5440758293838862,377,330,543,164,142,15,0.3031423290203327,0.3008474576271186,0.026881720430107527,0.11460258780036968,0.0,0.06120434353405726,93.7007874015748,81.69291338582677,83.46456692913385,87.00787401574803,44.09448818897638,85.23622047244095,83.48425196850393,SF,WR,ACT,WR,12.0,16,0.0,0.0,105.34916260158145,0.0,0.0,7.832142857142857,125.31428571428572,1.0,True,654.2326055643703,550,0.840679592123883,0.0,0.0,0.0,0.5599301362773849,7.551511988959807,0.0,0.0,0.08114035087719298,0.0,0.0,8.548068018110776,0.0,0.0,0.0,58.98817097221188,795.5454644127185,189.8311255221484,11.864445345134275,105.34916260158145,1,WR1,,10.169259972266895,1.69518537286738,43,15,Depth,14.408149536904038
00-0038543,Jaxon Smith-Njigba,WR,2025,SEA,17,5,11,1,7.481206846649338,0,0,0,0,0,0,36,7,0,163,119,1833,528,81,1793,10,0,0,1,240.9,359.90000000000003,126,170,21.17058823529412,10.0,7.411764705882353,0.4117647058823529,9.588235294117647,0.0,7.0,1829,10,2.117058823529412,0.0,0.0,0.0,0.0,5.142857142857143,0.7300613496932515,11.0,15.067226890756302,4.436974789915967,11.245398773006135,0.5882352941176471,4.764705882352941,0.6466226274158412,Jaxon Smith-Njigba,2002-02-14,72.0,198.0,Ohio State,2.0,2023.0,SEA,20.0,2025-09-01,23.54551676933607,481,507,455,1449.42,962,0.4868421052631579,491,309,572,50,289,0,0.09242144177449169,0.48327759197324416,0.0,0.35824175824175825,0.013806706114398421,0.17671517671517672,98.4251968503937,99.21259842519686,99.60629921259843,96.45669291338582,99.21259842519686,94.68503937007874,98.09055118110237,SEA,WR,ACT,WR,3.0,16,0.0,4.705882352941176,94.82996054216524,0.01764705882352941,0.2941176470588235,8.305882352941177,137.8823529411765,1.0,True,637.6341736694678,455,0.7135753050711796,0.3,10.5,4.131428571428572,0.7194926480041487,9.324990189153128,0.0,0.0,0.053824362606232294,0.0,0.0,5.104162182156203,0.0,0.0,19.442016806722688,68.2294594206114,884.2884516934691,189.34606759886194,11.834129224928871,99.53584289510641,1,WR1,,10.169259972266895,1.6648692526619762,44,16,Depth,14.241410875774317
00-0037664,Alec Pierce,WR,2025,IND,15,1,6,5,8.302426495566564,0,0,0,0,0,0,0,0,0,84,47,1593,174,41,1003,6,0,0,0,136.3,183.3,47,84,12.22,5.6,3.1333333333333333,0.0,5.6,0.0,3.1333333333333333,1003,6,2.1821428571428574,0.0,0.0,0.0,0.0,0.0,0.5595238095238095,11.94047619047619,21.340425531914892,3.702127659574468,18.964285714285715,0.4,2.7333333333333334,0.3205870298227035,Alec Pierce,2000-05-02,75.0,213.0,Cincinnati,3.0,2022.0,IND,53.0,2025-09-01,25.333333333333332,547,442,530,1510.6000000000001,972,0.5530839231547017,383,416,455,147,26,92,0.27735849056603773,0.058823529411764705,0.16819012797074953,0.15849056603773584,0.0,0.08641975308641975,78.1496062992126,74.40944881889764,89.76377952755905,72.83464566929135,91.33858267716536,59.44881889763779,80.01968503937007,IND,WR,ACT,WR,4.0,16,0.0,0.0,89.94442575691887,0.0,0.0,4.858455882352941,77.73529411764706,2.0,True,458.05735636912107,530,1.1570603389085288,0.0,0.0,0.0,0.5390930084408345,11.13438525242873,0.0,0.0,0.0726552179656539,0.0,0.0,6.534931858164516,0.0,0.0,0.0,48.48841107378068,1001.4758876860084,187.84559099136862,11.740349436960539,89.94442575691887,2,WR2,,10.169259972266895,1.5710894646936442,46,17,Depth,13.72562204194849
00-0038120,Breece Hall,RB,2025,NYJ,16,1,7,5,7.621515050609468,4,1,1,4,1,0,1065,243,4,48,36,14,321,13,350,1,0,2,0,171.66,207.66,279,291,12.97875,18.1875,17.4375,15.1875,3.0,0.0625,2.25,1419,6,0.7136082474226804,1.0,4.0,1.0,0.0,4.382716049382716,0.75,7.291666666666667,9.722222222222221,8.916666666666666,0.2916666666666667,0.375,0.8125,0.41276971583477085,Breece Hall,2001-05-31,71.0,220.0,Iowa State,3.0,2022.0,NYJ,36.0,2025-09-01,24.254620123203285,494,456,472,1115.3600000000001,928,0.52,357,339,156,115,117,338,0.24364406779661016,0.2565789473684211,0.6842105263157895,0.1016949152542373,0.5328947368421053,0.3135775862068966,90.56603773584906,91.19496855345912,87.42138364779875,74.84276729559748,83.9622641509434,50.943396226415096,81.85534591194968,NYJ,RB,ACT,RB,4.0,16,0.0,226.1764705882353,45.29251298857939,0.03125,14.136029411764707,4.042647058823529,291.3588235294118,1.0,True,674.0643999138117,472,0.7002298297615949,0.5,2.0,4.340254113261745,0.76,6.7966228070175445,0.5,0.019667832167832168,0.033434650455927056,0.25,4.448400863842041,1.514339340043688,0.0,0.0,981.6633567936123,34.42230987132034,307.83612676531703,200.18869945052765,12.511793715657978,271.4689835768147,1,RB1,,11.124347726249262,1.3874459894087163,49,18,Depth,13.19312680487257
00-0038997,Josh Downs,WR,2025,IND,16,0,3,8,4.736383993441973,0,0,0,0,0,0,-2,2,0,88,58,659,144,36,566,4,0,0,0,80.4,138.4,60,90,8.65,5.625,3.75,0.125,5.5,0.0,3.625,564,4,1.537777777777778,0.0,0.0,0.0,0.0,-1.0,0.6590909090909091,6.431818181818182,9.758620689655173,2.4827586206896552,7.488636363636363,0.25,2.25,0.4524411568275176,Josh Downs,2001-08-12,69.0,175.0,North Carolina,2.0,2023.0,IND,79.0,2025-09-01,24.05475701574264,547,442,530,1510.6000000000001,972,0.5530839231547017,383,416,455,147,26,92,0.27735849056603773,0.058823529411764705,0.16819012797074953,0.1660377358490566,0.004524886877828055,0.09259259259259259,78.74015748031496,81.69291338582677,77.95275590551181,86.61417322834646,44.09448818897638,33.85826771653542,72.1259842519685,IND,WR,ACT,WR,3.0,16,0.0,1.342857142857143,114.7026000507238,0.0,0.08392857142857144,6.195798319327731,100.47563025210084,1.0,True,458.05735636912107,530,1.1570603389085288,0.0,0.0,3.1,0.6701901236280408,7.040780347823071,0.0,0.0,0.04075235109717868,0.0,0.0,4.674400629026362,0.0,0.0,4.162857142857144,76.8725497084523,807.5958122813457,186.09482042503075,11.630926276564422,116.04545719358094,1,WR1,,10.169259972266895,1.4616663042975269,47,18,Depth,13.123794659769846
00-0039146,Jayden Reed,WR,2025,GB,5,0,1,1,2.4779023386727728,0,0,0,0,0,0,28,3,0,22,19,179,85,8,207,1,0,0,0,29.5,48.5,22,25,9.7,5.0,4.4,0.6,4.4,0.0,3.8,235,1,1.94,0.0,0.0,0.0,0.0,9.333333333333334,0.8636363636363636,9.409090909090908,10.894736842105264,4.473684210526316,8.136363636363637,0.2,1.6,0.7445461506522915,Jayden Reed,2000-04-28,71.0,190.0,Michigan State; Western Michigan,2.0,2023.0,GB,50.0,2025-09-01,25.34428473648186,489,492,460,1420.0,952,0.4984709480122324,317,361,485,181,154,50,0.3634538152610442,0.29902912621359223,0.09345794392523364,0.04782608695652174,0.006097560975609756,0.026260504201680673,75.59055118110236,89.37007874015748,80.31496062992126,97.24409448818898,44.09448818897638,94.68503937007874,80.0984251968504,GB,WR,ACT,WR,3.0,16,0.0,12.647058823529411,75.40469823976736,0.0,0.7904411764705882,4.698529411764706,87.8235294117647,1.0,True,458.60771646654,460,1.0030358920782825,0.0,0.0,9.275303030303032,0.7879883945841393,9.819779497098645,0.0,0.07216494845360825,0.0745697896749522,0.0,0.9126743480897515,5.62291248824269,0.0,0.0,117.30530303030305,59.41802711005575,740.4575097597778,184.4078294070585,11.525489337941156,88.05175706329676,1,WR1,,10.169259972266895,1.3562293656742614,50,19,Depth,12.543891497341885
00-0035685,David Montgomery,RB,2025,HOU,17,1,4,7,6.721701684053805,3,2,1,7,1,0,716,158,8,29,24,12,199,11,192,0,0,1,0,142.92000000000002,166.92000000000002,182,187,9.818823529411766,11.0,10.705882352941176,9.294117647058824,1.7058823529411764,0.11764705882352941,1.411764705882353,911,9,0.892620320855615,0.5,1.5,0.5,0.0,4.531645569620253,0.8275862068965517,6.620689655172414,8.0,8.291666666666666,0.41379310344827586,0.5294117647058824,0.6470588235294118,0.3154269792181005,David Montgomery,1997-06-07,71.0,230.0,Iowa State,6.0,2019.0,CHI,73.0,2025-09-01,28.23545516769336,582,475,553,1379.04,1028,0.5506149479659413,470,275,578,80,167,4,0.14545454545454545,0.3778280542986425,0.006872852233676976,0.05272727272727273,0.3574660633484163,0.18850806451612903,72.32704402515722,73.58490566037736,78.61635220125787,64.77987421383648,83.9622641509434,38.36477987421384,70.47169811320755,HOU,RB,ACT,RB,7.0,16,0.0,187.83865546218487,30.794249763797353,0.08025210084033614,11.739915966386555,2.0100840336134453,221.2840336134454,2.0,True,577.5501486748545,553,0.9574926112802793,0.55,1.65,4.44952018083629,0.8313369630973988,6.977450090744102,0.55,0.057206954570947835,0.0,0.7062184873949581,10.745677429693133,0.0,0.0,0.0,835.7918882201463,25.60039807949808,214.86534080880438,198.0498057286192,12.3781128580387,218.63290522598223,2,RB2,,11.124347726249262,1.2537651317894376,53,19,Depth,12.457882087966539
00-0039065,Sam LaPorta,TE,2025,DET,9,0,4,4,6.454219119649135,0,0,0,0,0,0,0,0,0,49,40,277,274,23,489,3,0,0,0,66.9,106.9,40,49,11.877777777777778,5.444444444444445,4.444444444444445,0.0,5.444444444444445,0.0,4.444444444444445,489,3,2.1816326530612247,0.0,0.0,0.0,0.0,0.0,0.8163265306122449,9.979591836734693,12.225,6.85,5.653061224489796,0.3333333333333333,2.5555555555555554,0.45661391883215885,Sam LaPorta,2001-01-12,75.0,249.0,Iowa,2.0,2023.0,DET,34.0,2025-09-01,24.635181382614647,582,442,550,1691.48,992,0.568359375,470,275,578,80,167,4,0.14545454545454545,0.3778280542986425,0.006872852233676976,0.0890909090909091,0.0,0.04939516129032258,90.0,91.42857142857143,95.71428571428572,86.42857142857143,46.07142857142857,70.71428571428571,84.67857142857143,DET,TE,ACT,TE,3.0,16,0.0,0.18823529411764706,77.26770907797932,0.0,0.011764705882352941,5.690236928104575,91.23202614379085,1.0,True,648.0596560302442,550,0.8486873004394091,0.0,0.0,0.8,0.7683640685189739,9.095558970576182,0.0,0.0,0.0762942779291553,0.0,0.0,5.8950840713444705,0.0,0.0,0.15058823529411766,59.36973131229664,702.7930044400855,165.03459500790143,10.31466218799384,77.45594437209697,1,TE1,,8.872173133646344,1.4424890543474955,48,9,Depth,12.369776365734397
00-0033906,Alvin Kamara,RB,2025,NO,11,0,4,5,4.897828832526436,0,0,0,0,0,0,471,131,1,39,33,33,202,7,186,0,0,1,1,67.7,100.7,164,170,9.154545454545454,15.454545454545455,14.909090909090908,11.909090909090908,3.5454545454545454,0.0,3.0,657,1,0.5923529411764706,0.0,0.0,0.0,0.0,3.595419847328244,0.8461538461538461,4.769230769230769,5.636363636363637,6.121212121212121,0.8461538461538461,0.09090909090909091,0.6363636363636364,0.4649839408362384,Alvin Kamara,1995-07-25,70.0,215.0,Tennessee; Hutchinson CC; Alabama,8.0,2017.0,NO,67.0,2025-09-01,30.105407255304584,591,435,565,1321.08,1000,0.5760233918128655,422,362,585,143,73,6,0.25309734513274335,0.167816091954023,0.01015228426395939,0.06902654867256637,0.30114942528735633,0.17,84.90566037735849,84.90566037735849,77.35849056603774,79.87421383647799,38.67924528301887,50.943396226415096,73.61635220125787,NO,RB,ACT,RB,9.0,16,0.0,217.75184815184812,62.13098653126042,0.0,13.609490509490508,5.002947052947053,297.79900099900095,1.0,True,727.9240823882001,565,0.7761798430219911,0.0,0.0,3.818821034775233,0.8267090108741533,5.298673393499628,0.0,0.019423190111830486,0.012618296529968456,0.0,4.22943554385579,0.7839872117509202,0.0,0.0,831.5553380834601,51.36424641989364,329.2118052450733,197.52149728638727,12.345093580399205,279.8828346831085,1,RB1,,11.124347726249262,1.2207458541499427,54,20,Depth,12.276276060949316
00-0036252,Michael Pittman,WR,2025,PIT,17,0,9,7,7.489448460019877,0,0,0,0,0,0,0,0,0,111,80,907,259,47,784,7,0,0,0,122.4,202.4,80,111,11.905882352941177,6.529411764705882,4.705882352941177,0.0,6.529411764705882,0.0,4.705882352941177,784,7,1.8234234234234235,0.0,0.0,0.0,0.0,0.0,0.7207207207207207,7.063063063063063,9.8,3.2375,8.17117117117117,0.4117647058823529,2.764705882352941,0.3709455344844965,Michael Pittman,1997-10-05,76.0,220.0,USC,5.0,2020.0,IND,34.0,2025-09-01,27.906913073237508,550,407,522,1381.08,929,0.5747126436781609,383,416,455,147,26,92,0.27735849056603773,0.058823529411764705,0.16819012797074953,0.20943396226415095,0.0,0.11419753086419752,85.43307086614173,91.33858267716536,88.18897637795276,77.16535433070865,44.09448818897638,41.53543307086615,76.08267716535434,PIT,WR,ACT,WR,6.0,16,0.0,0.0,110.0429260677723,0.0,0.0,7.295955882352942,116.73529411764707,1.0,True,553.7459399424106,522,0.9426705684817984,0.0,0.0,0.0,0.6865904365904365,7.192238392238393,0.0,0.0,0.043333333333333335,0.0,0.0,4.768526796270133,0.0,0.0,0.0,75.5544206525609,791.4549576588829,183.31107719607002,11.456942324754376,110.0429260677723,1,WR1,,10.169259972266895,1.2876823524874812,52,20,Depth,12.166882924814594
00-0039851,Drake Maye,QB,2025,NE,17,4,13,0,5.388321794836115,4394,492,354,4493,31,8,450,103,4,1,1,-8,10,0,2,0,3,0,0,350.96000000000004,351.96000000000004,104,104,20.70352941176471,6.117647058823529,6.117647058823529,6.0588235294117645,0.058823529411764705,28.941176470588236,0.058823529411764705,4846,35,3.3842307692307694,0.7195121951219512,8.93089430894309,0.06300813008130081,0.016260162601626018,4.368932038834951,1.0,2.0,2.0,10.0,-8.0,2.0588235294117645,0.0,0.7397389745646836,Drake Maye,2002-08-30,76.0,225.0,North Carolina,1.0,2024.0,NE,3.0,2025-09-01,23.006160164271048,502,494,482,1640.3600000000001,976,0.5040160642570282,438,563,613,158,48,10,0.2651006711409396,0.07855973813420622,0.016051364365971106,0.002074688796680498,0.20850202429149797,0.10655737704918032,93.90243902439023,93.90243902439023,98.78048780487805,85.36585365853658,94.51219512195121,97.5609756097561,94.08536585365854,NE,QB,ACT,QB,2.0,17,491.96,90.85576923076923,0.0,27.83823529411765,5.344457013574661,0.03676470588235294,564.7307692307693,1.0,True,625.0185982644806,482,0.7711770519123634,0.6993252994660124,8.106956872083515,5.654193635382956,0.625,1.25,0.056022093135132525,0.03840472673559823,0.0,26.512455576201468,3.4892909896602657,0.0,330.95569797229035,3836.6173397135235,513.716112122438,0.0,0.0,332.18336228663617,19.54019778156683,564.1057692307693,1,QB1,0.98,19.064800919995758,0.47539686157107397,67,6,Bench,12.147083198638786
00-0033553,James Conner,RB,2025,ARI,3,0,2,1,3.966106403010389,0,0,0,0,0,0,95,32,1,9,8,-9,68,4,38,1,0,0,0,25.3,33.3,40,41,11.1,13.666666666666666,13.333333333333334,10.666666666666666,3.0,0.0,2.6666666666666665,133,2,0.8121951219512195,0.0,0.0,0.0,0.0,2.96875,0.8888888888888888,4.222222222222222,4.75,8.5,-1.0,0.6666666666666666,1.3333333333333333,0.6426931168459109,James Conner,1995-05-05,73.0,233.0,Pittsburgh,8.0,2017.0,PIT,105.0,2025-09-01,30.327173169062284,649,366,617,1504.8600000000001,983,0.6394088669950739,488,193,487,129,173,162,0.20907617504051865,0.4726775956284153,0.24961479198767333,0.014586709886547812,0.08743169398907104,0.04170905391658189,81.76100628930818,82.0754716981132,81.76100628930818,89.937106918239,38.67924528301887,90.25157232704403,79.937106918239,ARI,RB,ACT,RB,9.0,16,0.0,207.33333333333331,44.314090972386495,0.0,12.958333333333332,3.0389423076923077,255.95641025641024,1.0,True,676.9954613360495,617,0.9113798174988521,0.0,0.0,3.875052966101695,0.8644444444444443,5.3692929292929295,0.0,0.03348909657320872,0.043478260869565216,0.0,6.943406022845274,1.9266996074950649,0.0,0.0,803.4276483050846,38.30706975168521,237.93533532607844,195.6640018968436,12.229000118552724,251.64742430571982,1,RB1,,11.124347726249262,1.1046523923034623,56,21,Depth,11.637762020793673
